source,geo_id,parent_id,cluster,x,n,share,x_rest,n_rest,share_rest,lq,lq_lo,lq_hi,is_finance_lens
claude_ai,AR,GLOBAL,"Assist with civic information, government services, and institutional research",37.0,4827.0,0.007665216490573856,11466.0,966681.0,0.011861203437328343,0.646242730012596,0.4685651689076452,0.8912947308220608,False
claude_ai,AR,GLOBAL,"Assist with creative content, marketing, and media production projects",408.0,4827.0,0.08452454940957116,73955.0,966681.0,0.07650403804357384,1.1048377519815247,1.0066192803380993,1.2126396563689863,False
claude_ai,AR,GLOBAL,"Assist with game development, gaming software, and tabletop RPG content",71.0,4827.0,0.014708928941371453,10582.0,966681.0,0.01094673423807854,1.3436819257204589,1.0658207516260911,1.6939819521746706,False
claude_ai,AR,GLOBAL,"Assist with job applications, career transitions, and interview preparation",120.0,4827.0,0.024860161591050343,34450.0,966681.0,0.035637402617823256,0.6975862370681606,0.5844302264832604,0.8326512491921124,False
claude_ai,AR,GLOBAL,"Assist with mathematics, physics, and STEM homework and assignments",276.0,4827.0,0.057178371659415785,69608.0,966681.0,0.07200720816898232,0.7940645542767457,0.7079587625691139,0.8906430002653876,False
claude_ai,AR,GLOBAL,"Assist with software development, debugging, and programming across multiple platforms",943.0,4827.0,0.19535943650300394,167447.0,966681.0,0.17321846607102032,1.1278210743588142,1.0648870306101168,1.1944744740097932,False
claude_ai,AR,GLOBAL,"Assist with translation, writing, editing, and document formatting tasks",476.0,4827.0,0.09861197431116636,75930.0,966681.0,0.07854711119800638,1.2554500452929356,1.1524950644323788,1.3676022265677241,False
claude_ai,AR,GLOBAL,Build and manage subscription-based e-commerce operations,48.0,4827.0,0.009944064636420136,7684.0,966681.0,0.007948847655017528,1.2510070727224434,0.9432515875911401,1.6591741976266319,False
claude_ai,AR,GLOBAL,"Create prediction tools for sports analysis, gaming, and divination readings",44.0,4827.0,0.009115392583385125,8012.0,966681.0,0.008288152968766326,1.099809887406305,0.818893530890144,1.4770928610485465,False
claude_ai,AR,GLOBAL,Create professional presentations and draft workplace correspondence,108.0,4827.0,0.022374145431945307,33857.0,966681.0,0.03502396343778351,0.6388239147088732,0.5299889989905939,0.7700084242903548,False
claude_ai,AR,GLOBAL,Develop and debug automated trading bots and blockchain financial software,109.0,4827.0,0.02258131344520406,16330.0,966681.0,0.0168928529680422,1.3367377013180224,1.1096092103996198,1.61035765148476,True
claude_ai,AR,GLOBAL,"Develop, deploy, and debug machine learning and AI systems",102.0,4827.0,0.02113113735239279,22435.0,966681.0,0.023208276566933663,0.9105000662780661,0.7511094582772665,1.1037144607308882,False
claude_ai,AR,GLOBAL,"Extract and structure data from documents, images, and online sources",91.0,4827.0,0.01885228920654651,19909.0,966681.0,0.020595211864099947,0.9153724336970007,0.7464654757680599,1.1224989226865765,False
claude_ai,AR,GLOBAL,"Get help with daily life tasks, personal information, and household management",249.0,4827.0,0.05158483530142946,56982.0,966681.0,0.0589460225244936,0.8751198654666584,0.7752108411701366,0.9879051456225746,False
claude_ai,AR,GLOBAL,"Implement and troubleshoot authentication, authorization, and security systems for web applications",50.0,4827.0,0.010358400662937643,10994.0,966681.0,0.011372934815104466,0.9107939886528309,0.690865063789843,1.2007347501631314,False
claude_ai,AR,GLOBAL,Provide entertainment recommendations and sports information including schedules and results,30.0,4827.0,0.006215040397762586,13541.0,966681.0,0.014007723333757466,0.4436866898123871,0.3104413970090044,0.6341225126975044,False
claude_ai,AR,GLOBAL,"Provide financial information, tax guidance, and consumer purchase assistance",201.0,4827.0,0.041640770665009326,43009.0,966681.0,0.044491409265310894,0.9359283365626236,0.8172010957999203,1.071904890586865,True
claude_ai,AR,GLOBAL,"Provide health, fitness, medical, and mental health information and clinical documentation assistance",222.0,4827.0,0.04599129894344313,41933.0,966681.0,0.043378322321427645,1.060236922088726,0.932082283314264,1.2060119059050596,False
claude_ai,AR,GLOBAL,Provide legal services and fraud investigation assistance,97.0,4827.0,0.020095297286099028,21320.0,966681.0,0.022054845393671748,0.9111511292600138,0.7478959748202524,1.1100425838651238,True
claude_ai,AR,GLOBAL,"Provide technical support across IT infrastructure, security, and engineering systems",487.0,4827.0,0.10089082245701264,78688.0,966681.0,0.08140017234227216,1.2394423691486305,1.1390323865379106,1.348703868825103,False
claude_ai,AT,GLOBAL,"Assist with SQL databases, data analysis, and visualization tasks",80.0,3336.0,0.023980815347721823,26511.0,968172.0,0.027382531203133328,0.8757705841663661,0.7050633817710631,1.0878087501360802,False
claude_ai,AT,GLOBAL,"Assist with academic research, scientific writing, and educational content creation",220.0,3336.0,0.06594724220623502,72219.0,968172.0,0.0745931508037828,0.8840924601738458,0.777946259447483,1.0047216869342221,False
claude_ai,AT,GLOBAL,"Assist with business development, analysis, research, and strategic planning",133.0,3336.0,0.03986810551558753,42916.0,968172.0,0.04432683448808683,0.8994124208509043,0.761243895763528,1.0626590338297746,True
claude_ai,AT,GLOBAL,"Assist with civic information, government services, and institutional research",41.0,3336.0,0.012290167865707434,11462.0,968172.0,0.0118388055015018,1.0381256676738526,0.7654122095959139,1.4080058932587942,False
claude_ai,AT,GLOBAL,"Assist with creative content, marketing, and media production projects",217.0,3336.0,0.06504796163069544,74146.0,968172.0,0.07658349962609949,0.8493730627129403,0.7466969524052999,0.9661678641360957,False
claude_ai,AT,GLOBAL,"Assist with game development, gaming software, and tabletop RPG content",42.0,3336.0,0.012589928057553957,10611.0,968172.0,0.010959829451791624,1.1487339390574054,0.8500505487598767,1.5523661088948981,False
claude_ai,AT,GLOBAL,"Assist with job applications, career transitions, and interview preparation",100.0,3336.0,0.02997601918465228,34470.0,968172.0,0.035603177947720034,0.8419478516403588,0.6939499866219587,1.021509040345278,False
claude_ai,AT,GLOBAL,"Assist with mathematics, physics, and STEM homework and assignments",178.0,3336.0,0.053357314148681056,69706.0,968172.0,0.07199753762761162,0.7410991529273928,0.642277504211915,0.8551256285141278,False
claude_ai,AT,GLOBAL,"Assist with software development, debugging, and programming across multiple platforms",618.0,3336.0,0.18525179856115107,167772.0,968172.0,0.17328739108340255,1.0690437278958749,0.9954757673836326,1.1480485307615533,False
claude_ai,AT,GLOBAL,"Assist with translation, writing, editing, and document formatting tasks",272.0,3336.0,0.0815347721822542,76134.0,968172.0,0.0786368537821792,1.0368519118033652,0.9250482721142538,1.1621684180363632,False
claude_ai,AT,GLOBAL,Create professional presentations and draft workplace correspondence,127.0,3336.0,0.03806954436450839,33838.0,968172.0,0.0349504013749623,1.089244840311922,0.918130828018784,1.2922497382060139,False
claude_ai,AT,GLOBAL,Develop and debug automated trading bots and blockchain financial software,42.0,3336.0,0.012589928057553957,16397.0,968172.0,0.01693604029036163,0.7433808518227804,0.5502104428648275,1.0043704150350448,True
claude_ai,AT,GLOBAL,"Develop, deploy, and debug machine learning and AI systems",73.0,3336.0,0.021882494004796162,22464.0,968172.0,0.02320248881397107,0.9431097750005124,0.7513999084601424,1.183731908517657,False
claude_ai,AT,GLOBAL,"Extract and structure data from documents, images, and online sources",62.0,3336.0,0.01858513189448441,19938.0,968172.0,0.020593448271588106,0.902477897308996,0.7049772796539336,1.1553086583599974,False
claude_ai,AT,GLOBAL,"Get help with daily life tasks, personal information, and household management",252.0,3336.0,0.07553956834532374,56979.0,968172.0,0.058852146106270375,1.283548236438491,1.1395664552575913,1.4457218073271165,False
claude_ai,AT,GLOBAL,"Implement and troubleshoot authentication, authorization, and security systems for web applications",33.0,3336.0,0.009892086330935251,11011.0,968172.0,0.011372979181385126,0.8697884848963985,0.6190846397130398,1.222017087694249,False
claude_ai,AT,GLOBAL,"Provide financial information, tax guidance, and consumer purchase assistance",179.0,3336.0,0.05365707434052758,43031.0,968172.0,0.04444561503534496,1.2072523756923443,1.0465878917340952,1.3925808908413237,True
claude_ai,AT,GLOBAL,"Provide health, fitness, medical, and mental health information and clinical documentation assistance",149.0,3336.0,0.044664268585131894,42006.0,968172.0,0.04338691885326161,1.0294408952198333,0.8796727858808951,1.20470767512694,False
claude_ai,AT,GLOBAL,Provide legal services and fraud investigation assistance,62.0,3336.0,0.01858513189448441,21355.0,968172.0,0.022057031188673085,0.84259444235761,0.6582159133741068,1.0786208292238788,True
claude_ai,AT,GLOBAL,"Provide technical support across IT infrastructure, security, and engineering systems",396.0,3336.0,0.11870503597122302,78779.0,968172.0,0.08136880636911623,1.458851877865052,1.3296883291240662,1.6005621429740422,False
claude_ai,AU,GLOBAL,"Analyze political media, misinformation, and criminal investigations",50.0,15451.0,0.003236036502491748,3739.0,956057.0,0.00391085468753432,0.827449946633526,0.6262619056660071,1.0932700967268627,False
claude_ai,AU,GLOBAL,"Assist with SQL databases, data analysis, and visualization tasks",339.0,15451.0,0.021940327486894052,26252.0,956057.0,0.02745861386925675,0.7990325947027833,0.7187040622246145,0.8883393331898665,False
claude_ai,AU,GLOBAL,"Assist with academic research, scientific writing, and educational content creation",1117.0,15451.0,0.07229305546566565,71322.0,956057.0,0.07460015459329308,0.9690738023237977,0.9154502639635124,1.025838400312847,False
claude_ai,AU,GLOBAL,"Assist with business development, analysis, research, and strategic planning",750.0,15451.0,0.04854054753737622,42299.0,956057.0,0.04424317796951437,1.097130671101948,1.0225186664364414,1.1771870274677583,True
claude_ai,AU,GLOBAL,"Assist with civic information, government services, and institutional research",219.0,15451.0,0.014173839880913856,11284.0,956057.0,0.011802643566230883,1.2009038315337521,1.051585372840295,1.371424565080433,False
claude_ai,AU,GLOBAL,"Assist with creative content, marketing, and media production projects",1192.0,15451.0,0.07714711021940328,73171.0,956057.0,0.07653413970087558,1.0080091122853594,0.9540858568485003,1.064980015327554,False
claude_ai,AU,GLOBAL,"Assist with game development, gaming software, and tabletop RPG content",166.0,15451.0,0.010743641188272604,10487.0,956057.0,0.010969011261880829,0.9794539299643694,0.8409200144434082,1.1408100466696744,False
claude_ai,AU,GLOBAL,"Assist with job applications, career transitions, and interview preparation",658.0,15451.0,0.042586240372791406,33912.0,956057.0,0.035470688463135565,1.2006037158554446,1.1133052229923928,1.2947476152599982,False
claude_ai,AU,GLOBAL,"Assist with mathematics, physics, and STEM homework and assignments",975.0,15451.0,0.06310271179858909,68909.0,956057.0,0.07207624649994718,0.8754994171156698,0.8235405356219655,0.9307364922735608,False
claude_ai,AU,GLOBAL,"Assist with software development, debugging, and programming across multiple platforms",2146.0,15451.0,0.13889068668694582,166244.0,956057.0,0.17388502986746607,0.7987501097294419,0.7678112737781513,0.8309356212671833,False
claude_ai,AU,GLOBAL,"Assist with translation, writing, editing, and document formatting tasks",891.0,15451.0,0.05766617047440295,75515.0,956057.0,0.07898587636511212,0.7300820491987852,0.684746938282188,0.7784186664630793,False
claude_ai,AU,GLOBAL,Build and manage subscription-based e-commerce operations,141.0,15451.0,0.00912562293702673,7591.0,956057.0,0.007939903164769465,1.1493368052041844,0.9737092045949691,1.3566422968615597,False
claude_ai,AU,GLOBAL,"Create prediction tools for sports analysis, gaming, and divination readings",127.0,15451.0,0.00821953271632904,7929.0,956057.0,0.008293438571131219,0.9910886354111985,0.8323198737283838,1.1801432529073284,False
claude_ai,AU,GLOBAL,Create professional presentations and draft workplace correspondence,788.0,15451.0,0.05099993527926995,33177.0,956057.0,0.03470190584870986,1.4696580499530696,1.371897299294279,1.5743851853217699,False
claude_ai,AU,GLOBAL,Develop and debug automated trading bots and blockchain financial software,238.0,15451.0,0.015403533751860722,16201.0,956057.0,0.01694564236232777,0.9089967451517009,0.800594606569036,1.0320767538484983,True
claude_ai,AU,GLOBAL,"Develop, deploy, and debug machine learning and AI systems",285.0,15451.0,0.018445408064202966,22252.0,956057.0,0.023274762906395748,0.7925068082706137,0.705880384547015,0.8897641227958546,False
claude_ai,AU,GLOBAL,"Extract and structure data from documents, images, and online sources",307.0,15451.0,0.019869264125299334,19693.0,956057.0,0.020598144252905425,0.964614281817971,0.8627481754324459,1.0785078881456966,False
claude_ai,AU,GLOBAL,"Get help with daily life tasks, personal information, and household management",1212.0,15451.0,0.07844152482039997,56019.0,956057.0,0.0585937867721276,1.3387345167749716,1.2675481692449198,1.4139187368889805,False
claude_ai,AU,GLOBAL,"Implement and troubleshoot authentication, authorization, and security systems for web applications",156.0,15451.0,0.010096433887774254,10888.0,956057.0,0.011388442320907645,0.8865509086557485,0.7575534451000876,1.0375142753584745,False
claude_ai,AU,GLOBAL,Provide entertainment recommendations and sports information including schedules and results,104.0,15451.0,0.006730955925182836,13467.0,956057.0,0.014085980229212276,0.4778478895791584,0.3942612760928418,0.5791555484173032,False
claude_ai,AU,GLOBAL,"Provide financial information, tax guidance, and consumer purchase assistance",901.0,15451.0,0.0583133777749013,42309.0,956057.0,0.044253637596921525,1.3177081239296322,1.2359602788662922,1.404862866194094,True
claude_ai,AU,GLOBAL,"Provide health, fitness, medical, and mental health information and clinical documentation assistance",964.0,15451.0,0.06239078376804091,41191.0,956057.0,0.043084251252801874,1.448111130026508,1.3612562531740342,1.5405077772954399,False
claude_ai,AU,GLOBAL,Provide legal services and fraud investigation assistance,391.0,15451.0,0.02530580544948547,21026.0,956057.0,0.02199241258627885,1.1506607267487268,1.0424443610610814,1.2701110558401572,True
claude_ai,AU,GLOBAL,"Provide technical support across IT infrastructure, security, and engineering systems",1278.0,15451.0,0.08271309300368908,77897.0,956057.0,0.08147735961349585,1.0151665861050871,0.9628217375094291,1.0703572191982889,False
claude_ai,AU,GLOBAL,"Resolve payment, billing, subscription, and account access issues",56.0,15451.0,0.0036243608827907577,3283.0,956057.0,0.0034338956777681664,1.0554662176418774,0.8108443772968855,1.373887478010301,False
claude_ai,AZ,GLOBAL,"Assist with creative content, marketing, and media production projects",45.0,555.0,0.08108108108108109,74318.0,970953.0,0.07654129499574129,1.0593115923318568,0.8004749677678386,1.4018440236523526,False
claude_ai,AZ,GLOBAL,"Assist with mathematics, physics, and STEM homework and assignments",36.0,555.0,0.06486486486486487,69848.0,970953.0,0.07193757061361364,0.9016827272811696,0.6573965904002134,1.2367446873769854,False
claude_ai,AZ,GLOBAL,"Assist with software development, debugging, and programming across multiple platforms",157.0,555.0,0.2828828828828829,168233.0,970953.0,0.17326585323903423,1.6326522369795686,1.4299929984663382,1.8640324321679789,False
claude_ai,AZ,GLOBAL,"Assist with translation, writing, editing, and document formatting tasks",63.0,555.0,0.11351351351351352,76343.0,970953.0,0.07862687483328236,1.4436986558883786,1.1440896269038816,1.8217679454487496,False
claude_ai,AZ,GLOBAL,"Get help with daily life tasks, personal information, and household management",39.0,555.0,0.07027027027027027,57192.0,970953.0,0.05890295410797433,1.1929838041986596,0.8813768487485146,1.6147580448716705,False
claude_ai,AZ,GLOBAL,"Provide technical support across IT infrastructure, security, and engineering systems",76.0,555.0,0.13693693693693693,79099.0,970953.0,0.0814653232442765,1.6809230171017298,1.363928244330019,2.071591523357821,False
claude_ai,BA,GLOBAL,"Assist with creative content, marketing, and media production projects",30.0,299.0,0.10033444816053512,74333.0,971209.0,0.0765365642204716,1.3109348346433636,0.933561277336962,1.8408541382347043,False
claude_ai,BA,GLOBAL,"Assist with software development, debugging, and programming across multiple platforms",89.0,299.0,0.2976588628762542,168301.0,971209.0,0.17329019809330432,1.7176901299171365,1.4431261341673314,2.044491685487446,False
claude_ai,BA,GLOBAL,"Assist with translation, writing, editing, and document formatting tasks",35.0,299.0,0.11705685618729098,76371.0,971209.0,0.07863497970055879,1.4886104966649996,1.0903099767247613,2.0324139539086468,False
claude_ai,BA,GLOBAL,"Provide technical support across IT infrastructure, security, and engineering systems",44.0,299.0,0.14715719063545152,79131.0,971209.0,0.08147679850577991,1.8061238700366005,1.3746869653764466,2.372964548349153,False
claude_ai,BD,GLOBAL,"Assist with SQL databases, data analysis, and visualization tasks",56.0,2354.0,0.0237892948173322,26535.0,969154.0,0.027379549586546616,0.8688709338382051,0.6705785204127971,1.1257991073202702,False
claude_ai,BD,GLOBAL,"Assist with academic research, scientific writing, and educational content creation",231.0,2354.0,0.09813084112149532,72208.0,969154.0,0.07450621882590383,1.3170825558977077,1.1650342258103623,1.4889746761245828,False
claude_ai,BD,GLOBAL,"Assist with business development, analysis, research, and strategic planning",82.0,2354.0,0.034834324553950725,42967.0,969154.0,0.04433454332335212,0.7857151995428948,0.6350800567522423,0.9720796114269594,True
claude_ai,BD,GLOBAL,"Assist with civic information, government services, and institutional research",32.0,2354.0,0.013593882752761258,11471.0,969154.0,0.011836096224129499,1.1485106656237105,0.8137242581210165,1.6210365315854287,False
claude_ai,BD,GLOBAL,"Assist with creative content, marketing, and media production projects",301.0,2354.0,0.12786745964316057,74062.0,969154.0,0.07641922749119336,1.6732367473604228,1.505357345299904,1.8598382779070404,False
claude_ai,BD,GLOBAL,"Assist with job applications, career transitions, and interview preparation",62.0,2354.0,0.026338147833474938,34508.0,969154.0,0.0356063123094988,0.7397044547758076,0.5784846088521218,0.9458552086647583,False
claude_ai,BD,GLOBAL,"Assist with mathematics, physics, and STEM homework and assignments",201.0,2354.0,0.08538657604078165,69683.0,969154.0,0.07190085373428784,1.1875599746886285,1.0402838340406326,1.355686445693023,False
claude_ai,BD,GLOBAL,"Assist with software development, debugging, and programming across multiple platforms",485.0,2354.0,0.20603228547153782,167905.0,969154.0,0.1732490398842702,1.189226131406943,1.098429199437086,1.2875284017812814,False
claude_ai,BD,GLOBAL,"Assist with translation, writing, editing, and document formatting tasks",212.0,2354.0,0.09005947323704333,76194.0,969154.0,0.0786190842735004,1.1455166906262106,1.0072927398185614,1.30270817671096,False
claude_ai,BD,GLOBAL,Build and manage subscription-based e-commerce operations,30.0,2354.0,0.012744265080713678,7702.0,969154.0,0.007947137400248052,1.6036296390592033,1.1230144912378717,2.289933067946886,False
claude_ai,BD,GLOBAL,Create professional presentations and draft workplace correspondence,30.0,2354.0,0.012744265080713678,33935.0,969154.0,0.035015075003559805,0.36396509444626446,0.2550211616894571,0.5194494021503577,False
claude_ai,BD,GLOBAL,Develop and debug automated trading bots and blockchain financial software,38.0,2354.0,0.016142735768903994,16401.0,969154.0,0.01692300707627477,0.9538928688114372,0.6956240071942071,1.3080508949647003,True
claude_ai,BD,GLOBAL,"Develop, deploy, and debug machine learning and AI systems",78.0,2354.0,0.03313508920985556,22459.0,969154.0,0.02317381964063503,1.4298501379441808,1.1490879989524094,1.779212226429028,False
claude_ai,BD,GLOBAL,"Extract and structure data from documents, images, and online sources",62.0,2354.0,0.026338147833474938,19938.0,969154.0,0.020572581860055266,1.2802548563247853,1.0010555381530133,1.637324238940142,False
claude_ai,BD,GLOBAL,"Get help with daily life tasks, personal information, and household management",94.0,2354.0,0.03993203058623619,57137.0,969154.0,0.05895554266917332,0.6773244512447827,0.5555227806008123,0.825831861940704,False
claude_ai,BD,GLOBAL,"Implement and troubleshoot authentication, authorization, and security systems for web applications",34.0,2354.0,0.014443500424808835,11010.0,969154.0,0.011360423627204758,1.2713874850776732,0.9101839565911737,1.775933453349342,False
claude_ai,BD,GLOBAL,"Provide financial information, tax guidance, and consumer purchase assistance",53.0,2354.0,0.022514868309260833,43157.0,969154.0,0.04453059059757273,0.5056045295408247,0.38738399567680487,0.6599032049467427,True
claude_ai,BD,GLOBAL,"Provide health, fitness, medical, and mental health information and clinical documentation assistance",57.0,2354.0,0.024214103653355988,42098.0,969154.0,0.0434378850007326,0.5574420497901224,0.43127348577423613,0.7205210826173554,False
claude_ai,BD,GLOBAL,"Provide technical support across IT infrastructure, security, and engineering systems",172.0,2354.0,0.07306711979609176,79003.0,969154.0,0.08151748844868824,0.8963367393499173,0.7760957444520792,1.035206746141422,False
claude_ai,BE,GLOBAL,"Assist with SQL databases, data analysis, and visualization tasks",130.0,4691.0,0.02771264122788318,26461.0,966817.0,0.027369191894639832,1.0125487568126048,0.8543195027335974,1.2000837879062876,False
claude_ai,BE,GLOBAL,"Assist with academic research, scientific writing, and educational content creation",294.0,4691.0,0.06267320400767427,72145.0,966817.0,0.07462115374471073,0.8398852183670056,0.7517270900314,0.9383820130812732,False
claude_ai,BE,GLOBAL,"Assist with business development, analysis, research, and strategic planning",185.0,4691.0,0.03943722020891068,42864.0,966817.0,0.04433517408154801,0.8895244244755132,0.7721293404260662,1.0247683390737021,True
